usp_category,usp_class,usp_drug,kegg_id
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,D08492
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",rosuvastatin,D01915
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",simvastatin,D00434
Cardiovascular Agents,"Dyslipidemics, Other",cholestyramine,D02690
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,D07743
Cardiovascular Agents,"Dyslipidemics, Other",colesevelam,D03582
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,D07771
Cardiovascular Agents,"Dyslipidemics, Other",colestipol,D02113
Cardiovascular Agents,"Dyslipidemics, Other",ezetimibe,D01966
Cardiovascular Agents,"Dyslipidemics, Other",icosapent ethyl,D01892
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,D09637
Cardiovascular Agents,"Dyslipidemics, Other",lomitapide,D09638
Cardiovascular Agents,"Dyslipidemics, Other",mipomersen,D08946
Cardiovascular Agents,"Dyslipidemics, Other",niacin,D00049
Cardiovascular Agents,"Dyslipidemics, Other",omega-3-acid ethyl esters,D05255
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,D08044
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,D01302
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",hydralazine,D04458
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",minoxidil,D00418
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",isosorbide dinitrate,D00516
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",isosorbide mononitrate,D00630
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",nitroglycerin,D00515
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,D03208
Cardiovascular Agents,"Cardiovascular Agents, Other",aliskiren,D06412
Cardiovascular Agents,"Cardiovascular Agents, Other",digoxin,D00298
Cardiovascular Agents,"Cardiovascular Agents, Other",pentoxifylline,D00501
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,D05700
Cardiovascular Agents,"Cardiovascular Agents, Other",ranolazine,D05701
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,D03740
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",dextroamphetamine,D02078
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,D08130
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",lisdexamfetamine,D04747
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,D08187
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",methamphetamine,D02242
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,D07473
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",atomoxetine,D02574
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,D00281
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",clonidine,D00604
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,D07806
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",dexmethylphenidate,D03721
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,D08031
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",guanfacine,D00606
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,D04999
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",methylphenidate,D01296
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,D07880
Central Nervous System Agents,Fibromyalgia Agents,duloxetine,D01179
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,D08222
Central Nervous System Agents,Fibromyalgia Agents,milnacipran,D01107
Central Nervous System Agents,Fibromyalgia Agents,pregabalin,D02716
Central Nervous System Agents,Multiple Sclerosis Agents,interferon beta-1a,D04554
Central Nervous System Agents,Multiple Sclerosis Agents,interferon beta-1b,D00746
Central Nervous System Agents,Multiple Sclerosis Agents,dalfampridine,D04127
Central Nervous System Agents,Multiple Sclerosis Agents,teriflunomide,D10172
Central Nervous System Agents,Multiple Sclerosis Agents,fingolimod,D04187
Central Nervous System Agents,Multiple Sclerosis Agents,dimethyl fumarate,D03846
Central Nervous System Agents,Multiple Sclerosis Agents,glatiramer,D04318
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,D08224
Central Nervous System Agents,Multiple Sclerosis Agents,mitoxantrone,D02166
Central Nervous System Agents,Multiple Sclerosis Agents,natalizumab,D06886
Central Nervous System Agents,"Central Nervous System, Other",gabapentin enacarbil,D09539
Central Nervous System Agents,"Central Nervous System, Other",tetrabenazine,D08575
Central Nervous System Agents,"Central Nervous System, Other",riluzole,D00775
Central Nervous System Agents,"Central Nervous System, Other",dextromethorphan/quinidine,D10208
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,D00113
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,D01077
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,D03814
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,D03011
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,D07477
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",atropine,D02069
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,D07820
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",dicyclomine,D00717
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",glycopyrrolate,D00540
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",mepenzolate,D00720
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",methscopolamine,D00715
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,D00138
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,D01451
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",scopolamine,D02071
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,cimetidine,D00295
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,cimetidine,D03503
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,famotidine,D00318
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,nizatidine,D00440
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,D00422
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,D05699
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,ranitidine,D00673
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,alosetron,D07129
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,alosetron,D02829
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,linaclotide,D09355
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,linaclotide,D06612
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,lubiprostone,D04790
Gastrointestinal Agents,Laxatives,lactulose,D00352
Gastrointestinal Agents,Protectants,misoprostol,D00419
Gastrointestinal Agents,Protectants,sucralfate,D00446
Gastrointestinal Agents,Proton Pump Inhibitors,dexlansoprazole,D08903
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,D07917
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,D01984
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,D04056
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,D09339
Gastrointestinal Agents,Proton Pump Inhibitors,esomeprazole,D10120
Gastrointestinal Agents,Proton Pump Inhibitors,lansoprazole,D00355
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,D00455
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,D01207
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,D05261
Gastrointestinal Agents,Proton Pump Inhibitors,omeprazole,D05259
Gastrointestinal Agents,Proton Pump Inhibitors,pantoprazole,D05353
Gastrointestinal Agents,Proton Pump Inhibitors,pantoprazole,D02593
Gastrointestinal Agents,Proton Pump Inhibitors,rabeprazole,D08463
Gastrointestinal Agents,Proton Pump Inhibitors,rabeprazole,D00724
Gastrointestinal Agents,"Gastrointestinal Agents, Other",alvimopan,D02878
Gastrointestinal Agents,"Gastrointestinal Agents, Other",crofelemer,D03605
Gastrointestinal Agents,"Gastrointestinal Agents, Other",diphenoxylate hydrochloride and atropine sulfate,D00301
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,D08144
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,D00729
Gastrointestinal Agents,"Gastrointestinal Agents, Other",loperamide,D07113
Gastrointestinal Agents,"Gastrointestinal Agents, Other",methylnaltrexone,D06618
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,D00726
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,D02213
Gastrointestinal Agents,"Gastrointestinal Agents, Other",metoclopramide,D05008
Gastrointestinal Agents,"Gastrointestinal Agents, Other",rifaximin,D02554
Gastrointestinal Agents,"Gastrointestinal Agents, Other",ursodiol,D00734
Gastrointestinal Agents,"Gastrointestinal Agents, Other",glutamine,D00015
Gastrointestinal Agents,"Gastrointestinal Agents, Other",somatropin,D02691
Gastrointestinal Agents,"Gastrointestinal Agents, Other",teduglutide,D06053
Genitourinary Agents,"Antispasmodics, Urinary",mirabegron,D09535
Genitourinary Agents,"Antispasmodics, Urinary",darifenacin,D03654
Genitourinary Agents,"Antispasmodics, Urinary",darifenacin,D01699
Genitourinary Agents,"Antispasmodics, Urinary",fesoterodine,D07226
Genitourinary Agents,"Antispasmodics, Urinary",fesoterodine,D08923
Genitourinary Agents,"Antispasmodics, Urinary",flavoxate,D07961
Genitourinary Agents,"Antispasmodics, Urinary",flavoxate,D00718
Genitourinary Agents,"Antispasmodics, Urinary",oxybutynin,D00465
Genitourinary Agents,"Antispasmodics, Urinary",oxybutynin,D00722
Genitourinary Agents,"Antispasmodics, Urinary",solifenacin,D08522
Genitourinary Agents,"Antispasmodics, Urinary",solifenacin,D01269
Genitourinary Agents,"Antispasmodics, Urinary",tolterodine,D00646
Genitourinary Agents,"Antispasmodics, Urinary",tolterodine,D01148
Genitourinary Agents,"Antispasmodics, Urinary",trospium,D01103
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,alfuzosin,D07124
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,alfuzosin,D01692
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,doxazosin,D07874
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,doxazosin,D00608
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,prazosin,D08411
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,prazosin,D00609
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,silodosin,D01965
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tamsulosin,D08560
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tamsulosin,D01024
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,terazosin,D08569
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,terazosin,D00610
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,dutasteride,D03820
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,finasteride,D00321
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,tadalafil,D02008
Genitourinary Agents,Phosphate Binders,calcium acetate,D00931
Genitourinary Agents,Phosphate Binders,calcium acetate,D02257
Genitourinary Agents,Phosphate Binders,lanthanum,D04667
Genitourinary Agents,Phosphate Binders,sevelamer,D08512
Genitourinary Agents,Phosphate Binders,sevelamer,D01983
Genitourinary Agents,Phosphate Binders,sevelamer,D06642
Genitourinary Agents,"Genitourinary Agents, Other",bethanechol,D01000
Genitourinary Agents,"Genitourinary Agents, Other",penicillamine,D00496
Genitourinary Agents,"Genitourinary Agents, Other",penicillamine,D08330
Genitourinary Agents,"Genitourinary Agents, Other",pentosan polysulfate,D05428
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Anabolic Steroids,oxandrolone,D00462
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,danazol,D00289
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,fluoxymesterone,D00327
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,methyltestosterone,D00408
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D00075
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D00957
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D00958
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D00959
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D06085
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D06086
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D06087
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D08573
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,testosterone,D08574
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D00105
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D01413
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D01617
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D01953
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D04061
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D04063
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D04064
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D04065
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D07918
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estradiol,D07919
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"estrogens, conjugated",D04070
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"estrogens, conjugated synthetic",D05987
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"estrogens, esterified",D04071
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,D00067
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,D00312
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estrone,D00948
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,estropipate,D00948
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,ethinyl estradiol,D00554
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,ethinyl estradiol,D07928
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,ulipristal,D09567
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,ulipristal,D09687
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,levonorgestrel,D00950
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,medroxyprogesterone,D08166
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,medroxyprogesterone,D00951
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,megestrol,D08167
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,megestrol,D00952
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norethindrone,D00182
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norethindrone,D00953
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,norgestrel,D00954
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progestins,progesterone,D00066
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,D08465
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,D02217
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,raloxifene,D10606
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Selective Estrogen Receptor Modifying Agents,ospemifene,D08958
"Hormonal Agents, Suppressant (Thyroid)",Antithyroid Agents,methimazole,D00401
"Hormonal Agents, Suppressant (Thyroid)",Antithyroid Agents,propylthiouracil,D00562
Immunological Agents,Angioedema (HAE) Agents,icatibant,D04492
Immunological Agents,Immune Suppressants,mycophenolic acid,D05096
Immunological Agents,Immune Suppressants,mycophenolic acid,D00752
Immunological Agents,Immune Suppressants,mycophenolic acid,D05094
Immunological Agents,Immune Suppressants,mycophenolic acid,D05095
Immunological Agents,Immune Suppressants,tacrolimus,D08556
Immunological Agents,Immune Suppressants,tacrolimus,D00107
Immunological Agents,Immune Suppressants,cyclosporine,D00184
Immunological Agents,Immune Suppressants,tofacitinib,D09970
Immunological Agents,Immune Suppressants,tofacitinib,D09783
Immunological Agents,Immune Suppressants,sirolimus,D00753
Immunological Agents,Immune Suppressants,mercaptopurine,D04931
Immunological Agents,Immune Suppressants,mercaptopurine,D00161
Immunological Agents,Immune Suppressants,abatacept,D03203
Immunological Agents,Immune Suppressants,anakinra,D02934
Immunological Agents,Immune Suppressants,everolimus,D02714
Immunological Agents,Immune Suppressants,methotrexate,D00142
Immunological Agents,Immune Suppressants,methotrexate,D02115
Immunological Agents,Immune Suppressants,penicillamine,D00496
Immunological Agents,Immune Suppressants,penicillamine,D08330
Immunological Agents,Immune Suppressants,pimecrolimus,D05480
Immunological Agents,Immune Suppressants,azathioprine,D00238
Immunological Agents,Immune Suppressants,azathioprine,D03033
Immunological Agents,Immune Suppressants,adalimumab,D02597
Immunological Agents,Immune Suppressants,certolizumab pegol,D03441
Immunological Agents,Immune Suppressants,etanercept,D00742
Immunological Agents,Immune Suppressants,golimumab,D04358
Immunological Agents,Immune Suppressants,infliximab,D02598
Immunological Agents,"Immunizing Agents, Passive",anti-thymocyte globulin,D08808
Immunological Agents,"Immunizing Agents, Passive",anti-thymocyte globulin,D09190
Immunological Agents,"Immunizing Agents, Passive",immune globulin intravenous (human),D04516
Immunological Agents,Immunomodulators,belimumab,D03068
Immunological Agents,Immunomodulators,"interferon gamma-1b, recombinant",D00747
Immunological Agents,Immunomodulators,canakinumab,D09315
Immunological Agents,Immunomodulators,rilonacept,D06635
Immunological Agents,Immunomodulators,tocilizumab,D02596
Immunological Agents,Immunomodulators,auranofin,D00237
Immunological Agents,Immunomodulators,leflunomide,D00749
Immunological Agents,Immunomodulators,natalizumab,D06886
Immunological Agents,Vaccines,diphtheria and tetanus toxoids adsorbed (dt),D05257
Immunological Agents,Vaccines,diphtheria and tetanus toxoids and acellular pertussis vaccine adsorbed (dtap),D05356
Immunological Agents,Vaccines,diphtheria and tetanus toxoids and acellular pertussis absorbed and inactivated poliovirus (dtap-ipv) vaccine,D10214
Immunological Agents,Vaccines,haemophilus b conjugate vaccine,D09189
Immunological Agents,Vaccines,hepatitis b virus vaccine recombinant,D06475
Immunological Agents,Vaccines,hepatitis b virus vaccine recombinant,D05324
Immunological Agents,Vaccines,japanese encephalitis virus vaccine inactivated,D05313
Immunological Agents,Vaccines,measles virus vaccine live,D06806
Immunological Agents,Vaccines,measles virus vaccine live,D04866
Immunological Agents,Vaccines,meningococcal polysaccharide vaccine,D04910
Immunological Agents,Vaccines,meningococcal polysaccharide vaccine,D06415
Immunological Agents,Vaccines,human papillomavirus bivalent (type 16 and 18) vaccine recombinant,D10212
Immunological Agents,Vaccines,"human papillomavirus quadrivalent (types 6, 11, 16 and 18) vaccine recombinant",D10192
Immunological Agents,Vaccines,poliovirus vaccine inactivated,D05543
Immunological Agents,Vaccines,rabies vaccine,D06504
Immunological Agents,Vaccines,rubella virus vaccine,D05362
Immunological Agents,Vaccines,rubella virus vaccine,D06512
Immunological Agents,Vaccines,tetanus toxoid,D06547
Immunological Agents,Vaccines,tetanus toxoid adsorbed,D05316
Immunological Agents,Vaccines,typhoid vaccine live oral,D06261
Immunological Agents,Vaccines,varicella virus vaccine,D08777
Immunological Agents,Vaccines,yellow fever vaccine,D06347
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,D00244
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,D00972
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,D01357
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,D01402
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,D01637
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,D02032
Inflammatory Bowel Disease Agents,Glucocorticoids,betamethasone,D02286
Inflammatory Bowel Disease Agents,Glucocorticoids,budesonide,D00246
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,D07749
Inflammatory Bowel Disease Agents,Glucocorticoids,cortisone,D00973
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D00292
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D00975
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D01510
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D01615
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D01632
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D01948
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D02174
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D02591
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D02592
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07073
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07796
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07797
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07798
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07799
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07800
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07801
Inflammatory Bowel Disease Agents,Glucocorticoids,dexamethasone,D07802
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D00088
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D00165
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D00976
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D00977
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D00978
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D01442
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D01619
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D01886
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D02288
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D04467
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D06876
Inflammatory Bowel Disease Agents,Glucocorticoids,hydrocortisone,D09796
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,D00407
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,D00751
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,D00979
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,D05000
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,D05001
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,D05002
Inflammatory Bowel Disease Agents,Glucocorticoids,methylprednisolone,D07203
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D00472
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D00980
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D00981
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D00982
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D01239
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D01998
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D02156
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D03301
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D08412
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D08413
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D08414
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisolone,D08415
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisone,D00473
Inflammatory Bowel Disease Agents,Glucocorticoids,prednisone,D08416
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,D00385
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,D00983
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,D00984
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,D00985
Inflammatory Bowel Disease Agents,Glucocorticoids,triamcinolone,D06216
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,D07488
Inflammatory Bowel Disease Agents,Aminosalicylates,balsalazide,D02715
Inflammatory Bowel Disease Agents,Aminosalicylates,mesalamine,D00377
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,D08295
Inflammatory Bowel Disease Agents,Aminosalicylates,olsalazine,D00727
Inflammatory Bowel Disease Agents,Sulfonamides,sulfasalazine,D00448
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,D07483
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,azelastine,D00659
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,D09705
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,bepotastine,D01654
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,cromolyn,D00526
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,D07890
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,emedastine,D02249
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,D07900
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,epinastine,D01713
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,D08139
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,lodoxamide,D04760
